,Course,Education Level,Institutions,Year,GE (%)
918,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI (REKA BENTUK DAN PEMBUATAN PERABOT) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,86.4
919,IJAZAH SARJANA MUDA SAINS (FIZIK) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,86.4
920,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (FIZIK PERUBATAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,86.4
921,SARJANA MUDA USULUDDIN (AL-QURAN DAN AL-HADITH),Ijazah pertama,UNIVERSITI MALAYA,2022,86.4
922,SARJANA MUDA SAINS (KEPUJIAN) PENGURUSAN PELANCONGAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.3
923,SARJANA MUDA SAINS GEOLOGI,Ijazah pertama,UNIVERSITI MALAYA,2022,86.2
924,SARJANA MUDA SAINS SOSIAL (BAHASA DAN KOMUNIKASI SILANG BUDAYA),Ijazah pertama,UNIVERSITI PERTAHANAN NASIONAL MALAYSIA,2022,86.2
925,IJAZAH SARJANA MUDA BIOTEKNOLOGI (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,86.1
926,IJAZAH SARJANA MUDA KEJURUTERAAN (KEPUJIAN) KEJURUTERAAN ELEKTRIKAL DAN ELEKTRONIK,Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,86.1
927,SARJANA MUDA SENI REKA PERINDUSTRIAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.1
928,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) KEWANGAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86
929,SARJANA MUDA SENIBINA LANDSKAP (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.9
930,IJAZAH SARJANA MUDA PENDIDIKAN (FIZIK) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,85.8
931,IJAZAH SARJANA MUDA KEJURUTERAAN (BAHAN) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,85.7
932,IJAZAH SARJANA MUDA KEJURUTERAAN (KEPUJIAN) (KEJURUTERAAN RANGKAIAN KOMPUTER),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,85.7
933,SARJANA MUDA BAHASA DAN LINGUISTIK JERMAN,Ijazah pertama,UNIVERSITI MALAYA,2022,85.7
934,SARJANA MUDA DRAMA,Ijazah pertama,UNIVERSITI MALAYA,2022,85.7
935,SARJANA MUDA KAUNSELING,Ijazah pertama,UNIVERSITI MALAYA,2022,85.7
936,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) MINYAK DAN GAS,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.7
937,SARJANA MUDA KOMUNIKASI (KEPUJIAN) PENGURUSAN KOMUNIKASI DAN POLISI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.7
938,SARJANA MUDA SAINS (KEPUJIAN) (FIZIK),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,85.7
939,SARJANA MUDA SAINS (KEPUJIAN) MATEMATIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.7
940,SARJANA MUDA SAINS (MATEMATIK KEWANGAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,85.7
941,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (FIZIK KEJURUTERAAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,85.7
942,IJAZAH SARJANA MUDA KEUSAHAWANAN (PERDAGANGAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,85.6
943,IJAZAH SARJANA MUDA KEUSAHAWANAN (PERUNCITAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,85.6
944,SARJANA MUDA PENGURUSAN SISTEM PEJABAT (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.6
945,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PERNIAGAAN ANTARABANGSA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.6
946,SARJANA MUDA SASTERA (KEPUJIAN) (BAHASA INGGERIS UNTUK PROFESIONAL),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,85.6
947,SARJANA MUDA UKUR BANGUNAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.6
948,SARJANA MUDA SAINS (KEPUJIAN) TEKNOLOGI PERSEKITARAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.5
949,SARJANA MUDA SAINS PENTADBIRAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.5
950,SARJANA MUDA SASTERA SEJARAH,Ijazah pertama,UNIVERSITI MALAYA,2022,85.5
951,IJAZAH SARJANA MUDA TEKNOLOGI MAKLUMAT DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,85.4
952,IJAZAH SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM (USULUDDIN DAN PERBANDINGAN AGAMA) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,85.3
953,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PENGURUSAN PELABURAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.3
954,SARJANA MUDA SAINS (KEPUJIAN) PENGURUSAN HOTEL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.3
955,IJAZAH SARJANA MUDA KEJURUTERAAN ELEKTRONIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,85.2
956,IJAZAH SARJANA MUDA PENGAJIAN WARISAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,85.2
957,IJAZAH SARJANA MUDA SASTERA (KEPUJIAN) BAHASA INGGERIS UNTUK KOMUNIKASI ANTARABANGSA,Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,85.2
958,SARJANA MUDA PENGAJIAN MEDIA,Ijazah pertama,UNIVERSITI MALAYA,2022,85.2
959,SARJANA MUDA PENGURUSAN (MARITIM) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,85.2
960,SARJANA MUDA SAINS SUKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85.2
961,SARJANA MUDA KOMUNIKASI MASSA (KEPUJIAN) PENYIARAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,85
962,SARJANA MUDA PENDIDIKAN ISLAM (PENGAJIAN ISLAM),Ijazah pertama,UNIVERSITI MALAYA,2022,85
963,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (FIZIK GUNAAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,85
964,IJAZAH SARJANA MUDA PENDIDIKAN (PENGAJARAN BAHASA INGGERIS SEBAGAI BAHASA KEDUA) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,84.9
965,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KAJIAN HUBUNGAN INDUSTRI DAN PERBURUHAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,84.8
966,SARJANA MUDA PENTADBIRAN ALAM SEKITAR (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84.8
967,SARJANA MUDA SAINS KIMIA,Ijazah pertama,UNIVERSITI MALAYA,2022,84.8
968,IJAZAH SARJANA MUDA PERANCANGAN PELANCONGAN DAN PENGURUSAN HOSPITALITI (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,84.6
969,IJAZAH SARJANA MUDA SASTERA (KEPUJIAN) BAHASA ARAB UNTUK KOMUNIKASI ANTARABANGSA,Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,84.6
970,SARJANA MUDA PENDIDIKAN (KEPUJIAN) PENDIDIKAN JASMANI DAN KESIHATAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84.6
971,SARJANA MUDA PENTADBIRAN KESIHATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84.6
972,SARJANA MUDA PERANCANGAN BANDAR DAN WILAYAH (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,84.6
973,SARJANA MUDA SAINS (KEPUJIAN) SAINS BAHAN DAN TEKNOLOGI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84.6
974,SARJANA MUDA SAINS MIKROBIOLOGI,Ijazah pertama,UNIVERSITI MALAYA,2022,84.6
975,IJAZAH SARJANA MUDA KEJURUTERAAN (BIOKIMIA-BIOTEKNOLOGI) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,84.4
976,IJAZAH SARJANA MUDA KEJURUTERAAN (PEMBUATAN) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,84.4
977,SARJANA MUDA PENGAJIAN BAHASA GUNAAN (KEPUJIAN) BAHASA INGGERIS KOMUNIKASI ANTARA BUDAYA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84.3
978,"SARJANA MUDA SAINS (PERUMAHAN, BANGUNAN DAN PERANCANGAN)(KEPUJIAN) (SENI BINA)",Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,84.3
979,IJAZAH SARJANA MUDA SAINS BIOPERUBATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,84.2
980,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (PSIKOLOGI),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,84.2
981,SARJANA MUDA BAHASA DAN LINGUISTIK ARAB,Ijazah pertama,UNIVERSITI MALAYA,2022,84.2
982,SARJANA MUDA KESIHATAN DAN KECERGASAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84.2
983,SARJANA MUDA SAINS BIOTEKNOLOGI,Ijazah pertama,UNIVERSITI MALAYA,2022,84.2
984,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (KIMIA SUMBER),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,84
985,IJAZAH SARJANA MUDA SAINS KEMANUSIAAN (KOMUNIKASI) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,84
986,SARJANA MUDA SAINS (KEPUJIAN) KIMIA GUNAAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84
987,SARJANA MUDA SAINS (KEPUJIAN) SAINS BIOMOLEKUL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,84
988,SARJANA MUDA SAINS SUKAN (SAINS EKSESAIS),Ijazah pertama,UNIVERSITI MALAYA,2022,84
989,SARJANA MUDA KEJURUTERAAN PEMBUATAN DENGAN PENGURUSAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,83.8
990,IJAZAH SARJANA MUDA KEJURUTERAAN DENGAN KEPUJIAN (KEJURUTERAAN KIMIA),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,83.7
991,IJAZAH SARJANA MUDA SAINS KEMANUSIAAN (PSIKOLOGI) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,83.7
992,SARJANA MUDA KOMUNIKASI (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,83.7
993,SARJANA MUDA UNDANG-UNDANG,Ijazah pertama,UNIVERSITI MALAYA,2022,83.7
994,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PEMASARAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,83.4
995,IJAZAH SARJANA MUDA SENI GUNAAN DENGAN KEPUJIAN (SINEMATOGRAFI),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,83.3
996,SARJANA MUDA PENGURUSAN INDUSTRI KREATIF (KEPUJIAN) PENGURUSAN SENI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,83.3
997,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) (KEWANGAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,83.3
998,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PENGURUSAN PERUNCITAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,83.3
999,SARJANA MUDA SAINS (KEPUJIAN) MATEMATIK PENGKOMPUTERAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,83.3
1000,SARJANA MUDA SAINS KEJURURAWATAN,Ijazah pertama,UNIVERSITI MALAYA,2022,83.3
1001,SARJANA MUDA SAINS MAKLUMAT (KEPUJIAN) PENGURUSAN SISTEM MAKLUMAT,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,83.3
1002,SARJANA MUDA SENI HALUS (KEPUJIAN) (LAKONAN DAN PENGARAHAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,83.3
1003,SARJANA MUDA SAINS (KEPUJIAN) SAINS DAN TEKNOLOGI MAKANAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,83.2
1004,IJAZAH SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM (PENGAJIAN QURAN DAN SUNNAH) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,83.1
1005,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (SAINS KOGNITIF),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,82.9
1006,SARJANA MUDA SAINS (KEPUJIAN) FIZIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,82.8
1007,SARJANA MUDA SAINS MAKLUMAT (KEPUJIAN) PENGURUSAN PUSAT SUMBER,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,82.7
1008,SARJANA MUDA SAINS (KEPUJIAN) (TEKNOLOGI DAN PENGURUSAN PERLADANGAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,82.6
1009,IJAZAH SARJANA MUDA PENDIDIKAN VOKASIONAL (BINAAN BANGUNAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,82.5
1010,IJAZAH SARJANA MUDA REKA BENTUK (ANIMASI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,82.5
1011,IJAZAH SARJANA MUDA SAINS KOMPUTER DENGAN KEPUJIAN (SISTEM MAKLUMAT),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,82.5
1012,IJAZAH SARJANA MUDA KEJURUTERAAN MIKROELEKTRONIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,82.3
1013,SARJANA MUDA KEJURUTERAAN ELEKTRONIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,82.2
1014,SARJANA MUDA PENGURUSAN MAJLIS (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,82.1
1015,SARJANA MUDA SERAMIK PERINDUSTRIAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,82.1
1016,SARJANA MUDA SENI REKA FESYEN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,82
1017,SARJANA MUDA SENI MUZIK KOMPOSISI (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,81.8
1018,SARJANA MUDA PENGURUSAN INDUSTRI KREATIF (KEPUJIAN) PRODUKSI FILEM,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,81.6
1019,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (SAINS POLITIK),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,81.5
1020,SARJANA MUDA SAINS BIOKESIHATAN,Ijazah pertama,UNIVERSITI MALAYA,2022,81.5
1021,SARJANA MUDA KOMUNIKASI (KEPUJIAN) KOMUNIKASI ANTARAPERSONAL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,81.3
1022,SARJANA MUDA PSIKOLOGI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,81.3
1023,IJAZAH SARJANA MUDA BAHASA INGGERIS DENGAN KOMUNIKASI (KEPUJIAN),Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,81.1
1024,IJAZAH SARJANA MUDA SAINS(KEPUJIAN) SAINS AKUATIK,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,81.1
1025,SARJANA MUDA SAINS KOMPUTER (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,81.1
1026,IJAZAH SARJANA MUDA SASTERA DENGAN KEPUJIAN (PENGAJIAN BAHASA INGGERIS),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,81
1027,SARJANA MUDA SAINS BIOKIMIA,Ijazah pertama,UNIVERSITI MALAYA,2022,81
1028,SARJANA MUDA TEKNOLOGI MAKLUMAT (KEPUJIAN) KEJURUTERAAN SISTEM PINTAR,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,81
1029,IJAZAH SARJANA MUDA REKA BENTUK (PENGIKLANAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,80.9
1030,SARJANA MUDA FILEM (KEPUJIAN) SINEMATOGRAFI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.8
1031,SARJANA MUDA SAINS (KEPUJIAN) BIOLOGI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.8
1032,SARJANA MUDA SAINS BIOPERUBATAN,Ijazah pertama,UNIVERSITI MALAYA,2022,80.6
1033,SARJANA MUDA SAINS MAKLUMAT (KEPUJIAN) PENGURUSAN REKOD,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.6
1034,IJAZAH SARJANA MUDA SAINS KEMANUSIAAN (BAHASA DAN KESUSASTERAAN INGGERIS) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,80.5
1035,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KAJIAN ANTARABANGSA),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,80.5
1036,SARJANA MUDA PENGAJIAN BAHASA GUNAAN (KEPUJIAN) BAHASA INGGERIS KOMUNIKASI PROFESIONAL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.5
1037,SARJANA MUDA PENGAJIAN BUDAYA VISUAL (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.4
1038,IJAZAH SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM - BAHASA DAN KESUSASTERAAN ARAB (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,80.3
1039,SARJANA MUDA KAUNSELING DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,80.3
1040,SARJANA MUDA PENGAJIAN BAHASA GUNAAN (KEPUJIAN) BAHASA MELAYU KOMUNIKASI PROFESIONAL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.2
1041,IJAZAH SARJANA MUDA KEJURUTERAAN (KEPUJIAN) (KEJURUTERAAN MIKROELEKTRONIK),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,80
1042,SARJANA MUDA SAINS (BIOLOGI) (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,79.8
1043,SARJANA MUDA GEOGRAFI,Ijazah pertama,UNIVERSITI MALAYA,2022,79.6
1044,IJAZAH SARJANA MUDA PENDIDIKAN DENGAN KEPUJIAN (PENDIDIKAN KHAS),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,79.5
1045,IJAZAH SARJANA MUDA SENI GUNAAN DENGAN KEPUJIAN (SENI HALUS),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,79.3
1046,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KAJIAN POLITIK DAN PEMERINTAHAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,79.2
1047,SARJANA MUDA PENULISAN (KEPUJIAN) PENULISAN SKRIN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,78.6
1048,SARJANA MUDA TARI,Ijazah pertama,UNIVERSITI MALAYA,2022,78.6
1049,IJAZAH SARJANA MUDA KAUNSELING DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,78.4
1050,IJAZAH SARJANA MUDA PENDIDIKAN DENGAN KEPUJIAN (PENGAJARAN BAHASA INGGERIS SEBAGAI BAHASA KEDUA),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,78.4
1051,IJAZAH SARJANA MUDA PENDIDIKAN DENGAN KEPUJIAN (SUKAN DAN REKREASI),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,78.1
1052,SARJANA MUDA SAINS MAKLUMAT (KEPUJIAN) PENGURUSAN KANDUNGAN MAKLUMAT,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,77.9
1053,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (SAINS LAUT),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,77.8
1054,SARJANA MUDA SAINS MAKLUMAT (KEPUJIAN) PENGURUSAN PERPUSTAKAAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,77.7
1055,IJAZAH SARJANA MUDA REKA BENTUK (PERMAINAN DIGITAL) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,77.3
1056,SARJANA MUDA SAINS (KEPUJIAN) FIZIK INDUSTRI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,77.2
1057,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (SAINS SEKITARAN),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,77.1
1058,SARJANA MUDA SAINS AGROTEKNOLOGI (KEPUJIAN) TEKNOLOGI HORTIKULTUR,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,77.1
1059,SARJANA MUDA SENI HALUS (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,77.1
1060,SARJANA MUDA SAINS GUNAAN (TEKNOLOGI MARITIM) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,77
1061,SARJANA MUDA KOMUNIKASI MASSA (KEPUJIAN) PENERBITAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,76.9
1062,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (BIOLOGI GUNAAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,76.9
1063,SARJANA MUDA SAINS GUNAAN (PERIKANAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,76.7
1064,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (BIOLOGI),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,76.5
1065,SARJANA MUDA KOMUNIKASI MEDIA BAHARU (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,76.5
1066,SARJANA MUDA SAINS DENGAN PENDIDIKAN,Ijazah pertama,UNIVERSITI MALAYA,2022,76.5
1067,SARJANA MUDA MUAMALAT (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,76.3
1068,SARJANA MUDA ANIMASI (KEPUJIAN) PRODUKSI ANIMASI 3D,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,76.2
1069,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (PEMBANGUNAN SUMBER MANUSIA),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,76.1
1070,SARJANA MUDA SAINS MATEMATIK,Ijazah pertama,UNIVERSITI MALAYA,2022,76
1071,SARJANA MUDA MUZIK,Ijazah pertama,UNIVERSITI MALAYA,2022,75.8
1072,SARJANA MUDA PENGURUSAN PELANCONGAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,75.5
1073,SARJANA MUDA BAHASA MELAYU PROFESIONAL,Ijazah pertama,UNIVERSITI MALAYA,2022,75
1074,SARJANA MUDA FILEM (KEPUJIAN) PENGARAHAN FILEM,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,75
1075,SARJANA MUDA PENDIDIKAN SAINS (KEPUJIAN) BIOLOGI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,75
1076,SARJANA MUDA KEJURUTERAAN MEKATRONIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,74.3
1077,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (BIOTEKNOLOGI DGN PENGURUSAN),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,73.7
1078,SARJANA MUDA PENDIDIKAN (KEPUJIAN) PENDIDIKAN SENI DAN SENIREKA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,73.5
1079,SARJANA MUDA SAINS SENI BINA,Ijazah pertama,UNIVERSITI MALAYA,2022,73.5
1080,SARJANA MUDA KESENIAN MELAYU,Ijazah pertama,UNIVERSITI MALAYA,2022,73.3
1081,SARJANA MUDA PENDIDIKAN ISLAM (PENGAJIAN AL-QURAN),Ijazah pertama,UNIVERSITI MALAYA,2022,72.2
1082,SARJANA MUDA SAINS (KEPUJIAN) (KIMIA),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,72.2
1083,SARJANA MUDA PENDIDIKAN (KEPUJIAN) PENGAJARAN BAHASA INGGERIS SEBAGAI BAHASA KEDUA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,72
1084,IJAZAH SARJANA MUDA SASTERA (KEPUJIAN) BAHASA MELAYU UNTUK KOMUNIKASI ANTARABANGSA,Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,71.9
1085,SARJANA MUDA PENGAJIAN ALAM SEKITAR,Ijazah pertama,UNIVERSITI MALAYA,2022,71.4
