,Course,Education Level,Institutions,Year,GE (%)
753,IJAZAH SARJANA MUDA SAINS BIOPERUBATAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,91.7
754,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (MATEMATIK PERNIAGAAN),Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,91.7
755,IJAZAH SARJANA MUDA SAINS KEMANUSIAAN (SAINS POLITIK) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,91.7
756,IJAZAH SARJANA MUDA SAINS KOMPUTER (TEKNOLOGI WEB) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,91.7
757,IJAZAH SARJANA MUDA SAINS KOMPUTER DENGAN KEPUJIAN (KEJURUTERAAN RANGKAIAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,91.7
758,IJAZAH SARJANA MUDA SASTERA DENGAN KEPUJIAN (SENI MUZIK),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,91.7
759,SARJANA MUDA JURISPRUDENS,Ijazah pertama,UNIVERSITI MALAYA,2022,91.7
760,SARJANA MUDA PERAKAUNAN,Ijazah pertama,UNIVERSITI MALAYA,2022,91.7
761,SARJANA MUDA USULUDDIN (SEJARAH DAN TAMADUN ISLAM),Ijazah pertama,UNIVERSITI MALAYA,2022,91.7
762,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN DENGAN KEPUJIAN (LOGISTIK DAN PENGANGKUTAN),Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,91.6
763,IJAZAH SARJANA MUDA PERNIAGAAN DENGAN KEPUJIAN (PENGURUSAN KEWANGAN DAN PERBANKAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,91.6
764,IJAZAH SARJANA MUDA SAINS BIOPERUBATAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,91.5
765,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN ELEKTRONIK (KEPUJIAN) (SISTEM ELEKTRONIK),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,91.5
766,SARJANA MUDA PERAKAUNAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,91.5
767,SARJANA MUDA SAINS (KEPUJIAN) SENIBINA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,91.5
768,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) KEJURUTERAAN ELEKTRIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,91.4
769,SARJANA MUDA SASTERA (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,91.4
770,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (BIOINFORMATIK),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,91.3
771,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN ELEKTRIK (KUASA ELEKTRIK) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,91.3
772,IJAZAH SARJANA MUDA UNDANG-UNDANG DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,91.3
773,SARJANA MUDA SAINS BIOINFORMATIK,Ijazah pertama,UNIVERSITI MALAYA,2022,91.3
774,SARJANA MUDA SAINS KIMIA GUNAAN,Ijazah pertama,UNIVERSITI MALAYA,2022,91.3
775,SARJANA MUDA SYARIAH (SAINS POLITIK ISLAM),Ijazah pertama,UNIVERSITI MALAYA,2022,91.3
776,IJAZAH SARJANA MUDA KEJURUTERAAN ELEKTRONIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,91.2
777,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN ELEKTRIK (KUASA INDUSTRI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,91.2
778,SARJANA MUDA TEKNOLOGI MAKLUMAT (KEPUJIAN) KEJURUTERAAN SISTEM MAKLUMAT,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,91.2
779,IJAZAH SARJANA MUDA PENGAJIAN ISLAM (USULUDDIN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,91.1
780,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (TEKNOLOGI MAKLUMAT),Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,91.1
781,IJAZAH SARJANA MUDA PENGURUSAN ACARA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,91
782,SARJANA MUDA KEJURUTERAAN MEKANIK,Ijazah pertama,UNIVERSITI MALAYA,2022,91
783,IJAZAH SARJANA MUDA EKONOMI (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,90.9
784,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (PERBANKAN DAN KEWANGAN ISLAM) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,90.9
785,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN AERONAUTIK (PENYENGGARAAN PESAWAT TERBANG) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,90.9
786,SARJANA MUDA BAHASA DAN LINGUISTIK ITALI,Ijazah pertama,UNIVERSITI MALAYA,2022,90.9
787,SARJANA MUDA BAHASA DAN LINGUISTIK PERANCIS,Ijazah pertama,UNIVERSITI MALAYA,2022,90.9
788,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) MEKANIKAL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.9
789,SARJANA MUDA SASTERA PENGAJIAN ASIA TENGGARA,Ijazah pertama,UNIVERSITI MALAYA,2022,90.9
790,SARJANA MUDA SENI MUZIK PERSEMBAHAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.9
791,IJAZAH SARJANA MUDA (PENDIDIKAN ISLAM) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,90.8
792,SARJANA MUDA TEKNOLOGI MAKLUMAT (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.8
793,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (MULTIMEDIA),Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,90.7
794,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (LINGUISTIK),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,90.7
795,SARJANA MUDA KOMUNIKASI MASSA (KEPUJIAN) KEWARTAWANAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.7
796,SARJANA MUDA SAINS (KEPUJIAN) PENGURUSAN PEMBINAAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.7
797,IJAZAH SARJANA MUDA KEJURUTERAAN MEKANIKAL DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,90.6
798,IJAZAH SARJANA MUDA SASTERA DENGAN KEPUJIAN (PENGAJIAN BAHASA MELAYU),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,90.6
799,IJAZAH SARJANA MUDA SASTERA DENGAN KEPUJIAN (SEJARAH),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,90.6
800,SARJANA MUDA SAINS (KEPUJIAN) TEKNOLOGI PERABOT,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.6
801,SARJANA MUDA UNDANG-UNDANG (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.6
802,IJAZAH SARJANA MUDA KEJURUTERAAN (AEROANGKASA) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,90.5
803,IJAZAH SARJANA MUDA PENDIDIKAN VOKASIONAL (KATERING) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,90.5
804,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (KIMIA),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,90.5
805,SARJANA MUDA DIETETIK (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.5
806,SARJANA MUDA KOMUNIKASI MASSA (KEPUJIAN) PERIKLANAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.5
807,SARJANA MUDA SAINS GUNAAN (KEPUJIAN)(PERMODELAN MATEMATIK),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,90.5
808,SARJANA MUDA SASTERA ANTROPOLOGI DAN SOSIOLOGI,Ijazah pertama,UNIVERSITI MALAYA,2022,90.5
809,SARJANA MUDA TEATER (KEPUJIAN) PRODUKSI TEATER,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.5
810,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (TEKNOLOGI KIMIA),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,90.3
811,SARJANA MUDA SENI REKA TEKSTIL (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.3
812,IJAZAH SARJANA MUDA PENDIDIKAN (SAINS) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,90.2
813,IJAZAH SARJANA MUDA PERAKAUNAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,90.2
814,IJAZAH SARJANA MUDA SAINS KEMANUSIAAN (SEJARAH DAN TAMADUN) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,90.2
815,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) (KEJURUTERAAN AWAM),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,90.2
816,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) ELEKTRIK DAN ELEKTRONIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.2
817,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) KEJURUTERAAN ELEKTRONIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90.2
818,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,90
819,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (FIZIK),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,90
820,IJAZAH SARJANA MUDA SAINS GUNAAN (SAINS SUMBER ASLI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,90
821,SARJANA MUDA SAINS (KEPUJIAN) STATISTIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90
822,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (KIMIA ANALISIS),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,90
823,SARJANA MUDA SAINS KOMPUTER (SISTEM MAKLUMAT),Ijazah pertama,UNIVERSITI MALAYA,2022,90
824,SARJANA MUDA SAINS PERNIAGAANTANI (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,90
825,SARJANA MUDA HUBUNGAN ANTARABANGSA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,89.9
826,IJAZAH SARJANA MUDA KEUSAHAWANAN DAN INOVASI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,89.8
827,IJAZAH SARJANA MUDA PENGURUSAN HOSPITALITI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,89.8
828,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,89.7
829,SARJANA MUDA SAINS SERTA PENDIDIKAN (TESL),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,89.7
830,SARJANA MUDA SENI HALUS (KEPUJIAN) (REKA BENTUK DAN TEKNOLOGI MEDIA BARU),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,89.7
831,SARJANA MUDA SISTEM MAKLUMAT (KEPUJIAN) PENGKOMPUTERAN PERNIAGAAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,89.7
832,SARJANA MUDA TEKNOLOGI MAKLUMAT (MULTIMEDIA),Ijazah pertama,UNIVERSITI MALAYA,2022,89.7
833,SARJANA MUDA SAINS (SAINS KIMIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,89.6
834,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (PENGURUSAN PERNIAGAANTANI),Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,89.5
835,SARJANA MUDA SAINS (KEPUJIAN) KIMIA (ANALISIS FORENSIK),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,89.5
836,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (STATISTIK GUNAAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,89.5
837,IJAZAH SARJANA MUDA SAINS KOMPUTER (PENGKOMPUTERAN MULTIMEDIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,89.3
838,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (ANTROPOLOGI DAN SOSIOLOGI),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,89.3
839,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN ELEKTRONIK (AUTOMASI INDUSTRI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,89.3
840,SARJANA MUDA TEATER (KEPUJIAN) SINOGRAFI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,89.3
841,IJAZAH SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM(FIKAH DAN USUL FIKAH) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,89.2
842,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (GENETIK),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,89.2
843,SARJANA MUDA KEJURUTERAAN BAHAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,89.2
844,SARJANA MUDA SAINS (KEPUJIAN) SAINS AKTUARI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,89.2
845,IJAZAH SARJANA MUDA PSIKOLOGI DENGAN KEPUJIAN (PSIKOLOGI KANAK-KANAK DAN KELUARGA),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,89.1
846,IJAZAH SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI PERNIAGAAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,89
847,IJAZAH SARJANA MUDA SAINS SUKAN (SAINS KEJURULATIHAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,89
848,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PENGURUSAN SUMBER MANUSIA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,89
849,IJAZAH SARJANA MUDA KEJURUTERAAN (MEKATRONIK) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,88.9
850,IJAZAH SARJANA MUDA PENGIMEJAN PERUBATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,88.9
851,IJAZAH SARJANA MUDA PENGURUSAN KERJA SOSIAL DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,88.9
852,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KOMUNIKASI MEDIA),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,88.9
853,SARJANA MUDA SAINS AKUAKULTUR DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,88.9
854,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,88.8
855,IJAZAH SARJANA MUDA KEJURUTERAAN (ELEKTRONIK-KOMPUTER DAN MAKLUMAT) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,88.7
856,IJAZAH SARJANA MUDA PENGURUSAN PEMBANGUNAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,88.7
857,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) KIMIA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88.7
858,IJAZAH SARJANA MUDA SAINS GUNAAN (TEKNOLOGI BIOINDUSTRI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,88.6
859,SARJANA MUDA SAINS (KEPUJIAN) PENGURUSAN PERKHIDMATAN MAKANAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88.6
860,IJAZAH SARJANA MUDA TEKNOLOGI MAKLUMAT (TEKNOLOGI PERMAINAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,88.5
861,SARJANA MUDA PERANCANGAN BANDAR DAN WILAYAH (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88.5
862,SARJANA MUDA SAINS (KEPUJIAN) MATEMATIK PENGURUSAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88.5
863,SARJANA MUDA SAINS (KEPUJIAN) SENIBINA,Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,88.5
864,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) EKONOMI PERNIAGAAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88.3
865,IJAZAH SARJANA MUDA PENDIDIKAN VOKASIONAL (KIMPALAN DAN FABRIKASI LOGAM) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,88.2
866,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PENGANGKUTAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88.2
867,SARJANA MUDA SAINS (SAINS BIOLOGI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,88.2
868,IJAZAH SARJANA MUDA PENDIDIKAN (PENDIDIKAN JASMANI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,88.1
869,IJAZAH SARJANA MUDA PENGURUSAN PERNIAGAAN DENGAN KEPUJIAN (PENGURUSAN KORPORAT),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,88.1
870,IJAZAH SARJANA MUDA TEKNOLOGI KREATIF DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,88.1
871,SARJANA MUDA TEKNOLOGI PERCETAKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88.1
872,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,88
873,IJAZAH SARJANA MUDA TEKNOLOGI MAKLUMAT (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,88
874,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) (KEJURUTERAAN KIMIA),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,88
875,SARJANA MUDA KEJURUTERAAN (KEPUJIAN) KIMIA DENGAN PERSEKITARAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88
876,SARJANA MUDA PENGURUSAN PERKHIDMATAN PELANGGAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88
877,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (GEOFIZIK),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,88
878,SARJANA MUDA SAINS KOMPUTER (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,88
879,SARJANA MUDA SYARIAH DAN UNDANG-UNDANG,Ijazah pertama,UNIVERSITI MALAYA,2022,88
880,SARJANA MUDA TEKNOLOGI KEJURUTERAAN ELEKTRONIK (SISTEM KOMPUTER) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,88
881,IJAZAH SARJANA MUDA KOMUNIKASI MEDIA BAHARU (KEPUJIAN),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,87.8
882,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN PEMBUATAN DENGAN KEPUJIAN (REKA BENTUK PRODUK),Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,87.8
883,SARJANA MUDA TEKNOLOGI (KEPUJIAN) (MAKANAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,87.8
884,IJAZAH SARJANA MUDA KERJA SOSIAL DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,87.7
885,SARJANA MUDA KEJURUTERAAN MEKANIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,87.7
886,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,87.5
887,IJAZAH SARJANA MUDA KEWANGAN (KEPUJIAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,87.5
888,IJAZAH SARJANA MUDA PENGURUSAN PERNIAGAAN (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,87.5
889,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,87.5
890,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,87.5
891,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (PENGURUSAN RISIKO DAN TAKAFUL) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,87.5
892,SARJANA MUDA KEJURUTERAAN AEROANGKASA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,87.5
893,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PERBANKAN ISLAM,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,87.5
894,"SARJANA MUDA SAINS (PERUMAHAN, BANGUNAN DAN PERANCANGAN) (KEPUJIAN) (UKUR BAHAN)",Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,87.5
895,SARJANA MUDA SAINS PENGAJIAN SAINS DAN TEKNOLOGI,Ijazah pertama,UNIVERSITI MALAYA,2022,87.5
896,SARJANA MUDA SENI REKA GRAFIK (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,87.5
897,SARJANA MUDA PENTADBIRAN KORPORAT (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,87.4
898,SARJANA MUDA SAINS (KEPUJIAN) (MATEMATIK),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,87.2
899,IJAZAH SARJANA MUDA SAINS SOSIAL (ANTROPOLOGI DAN DAKWAH) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,87.1
900,SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) PENGURUSAN OPERASI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,87.1
901,SARJANA MUDA SAINS (KEPUJIAN) PENGURUSAN SENI KULINARI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,87.1
902,IJAZAH SARJANA MUDA KAUNSELING DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,87
903,SARJANA MUDA KEJURUTERAAN BIOPERUBATAN,Ijazah pertama,UNIVERSITI MALAYA,2022,87
904,IJAZAH SARJANA MUDA EKONOMI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,86.9
905,SARJANA MUDA PENGURUSAN HARTANAH (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.9
906,SARJANA MUDA PENGURUSAN INDUSTRI HALAL (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.9
907,SARJANA MUDA FOTOMEDIA KREATIF (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.8
908,SARJANA MUDA SAINS (KEPUJIAN) TEKNOLOGI POLIMER,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.8
909,SARJANA MUDA SAINS KOMPUTER (KEPUJIAN) PENGKOMPUTERAN MULTIMEDIA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.8
910,SARJANA MUDA TEKNOLOGI MAKLUMAT (KEPUJIAN) PENGKOMPUTERAN PERNIAGAAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.8
911,IJAZAH SARJANA MUDA PENDIDIKAN (SAINS SUKAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,86.7
912,SARJANA MUDA KEJURUTERAAN AWAM,Ijazah pertama,UNIVERSITI MALAYA,2022,86.7
913,SARJANA MUDA KESUSASTERAAN MELAYU,Ijazah pertama,UNIVERSITI MALAYA,2022,86.7
914,IJAZAH SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI PERKHIDMATAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,86.6
915,SARJANA MUDA KEJURUTERAAN KIMIA,Ijazah pertama,UNIVERSITI MALAYA,2022,86.6
916,SARJANA MUDA PENGURUSAN SUKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.6
917,SARJANA MUDA SAINS KOMPUTER (KEPUJIAN) KOMUNIKASI DATA DAN PERANGKAIAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,86.5
