,Course,Education Level,Institutions,Year,GE (%)
1544,SARJANA SASTERA (PENGAJIAN ISLAM),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1545,SARJANA SASTERA (PENGAJIAN ISLAM),Sarjana,UNIVERSITI UTARA MALAYSIA,2022,100
1546,SARJANA SASTERA (PENGAJIAN PENERBITAN),Sarjana,UNIVERSITI MALAYA,2022,100
1547,SARJANA SASTERA (PENGURUSAN),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1548,SARJANA SASTERA (PSIKOLOGI),Sarjana,UNIVERSITI UTARA MALAYSIA,2022,100
1549,SARJANA SASTERA (SEJARAH ASIA TENGGARA),Sarjana,UNIVERSITI MALAYA,2022,100
1550,SARJANA SASTERA (SEJARAH ASIA TENGGARA),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1551,SARJANA SASTERA (SEJARAH MALAYSIA),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2022,100
1552,SARJANA SASTERA (SEJARAH MALAYSIA),Sarjana,UNIVERSITI MALAYA,2022,100
1553,SARJANA SASTERA (SEJARAH),Sarjana,UNIVERSITI MALAYSIA SABAH,2022,100
1554,SARJANA SASTERA (SEJARAH),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1555,SARJANA SASTERA (SENI HALUS),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1556,SARJANA SASTERA (SOSIOLOGI DAN ANTROPOLOGI SOSIAL),Sarjana,UNIVERSITI MALAYSIA SABAH,2022,100
1557,SARJANA SASTERA (SOSIOLOGI),Sarjana,UNIVERSITI UTARA MALAYSIA,2022,100
1558,SARJANA SASTERA (SYARIAH),Sarjana,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,100
1559,SARJANA SASTERA (TERJEMAHAN UNTUK PROFESIONAL),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1560,SARJANA SEJARAH SENI DAN PENGURUSAN KEBUDAYAAN,Sarjana,UNIVERSITI TEKNOLOGI MARA,2022,100
1561,SARJANA SENI,Sarjana,UNIVERSITI MALAYSIA SARAWAK,2022,100
1562,SARJANA SENI,Sarjana,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,100
1563,SARJANA SENI BINA LANDSKAP,Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1564,SARJANA SENI PERSEMBAHAN (DRAMA),Sarjana,UNIVERSITI MALAYA,2022,100
1565,SARJANA SENI PERSEMBAHAN (MUZIK),Sarjana,UNIVERSITI MALAYA,2022,100
1566,SARJANA SENI PERSEMBAHAN (TARI),Sarjana,UNIVERSITI MALAYA,2022,100
1567,SARJANA SISTEM LESTARI,Sarjana,UNIVERSITI TEKNOLOGI MALAYSIA,2022,100
1568,SARJANA SISTEM MAKLUMAT,Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2022,100
1569,SARJANA SISTEM MAKLUMAT (SISTEM PINTAR),Sarjana,UNIVERSITI TEKNOLOGI MARA,2022,100
1570,SARJANA STATISTIK SAINS MARIN,Sarjana,UNIVERSITI MALAYSIA TERENGGANU,2022,100
1571,SARJANA SURGERI,Sarjana,UNIVERSITI MALAYA,2022,100
1572,SARJANA SURGERI (NEUROSURGERI),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1573,SARJANA SURGERI (SURGERI PLASTIK),Sarjana,UNIVERSITI SAINS MALAYSIA,2022,100
1574,SARJANA SURGERI ORTOPEDIK,Sarjana,UNIVERSITI MALAYA,2022,100
1575,SARJANA SURGERI ORTOPEDIK,Sarjana,UNIVERSITI MALAYSIA SARAWAK,2022,100
1576,SARJANA SYARIAH,Sarjana,UNIVERSITI MALAYA,2022,100
1577,SARJANA SYARIAH,Sarjana,UNIVERSITI SAINS ISLAM MALAYSIA,2022,100
1578,SARJANA SYARIAH,Sarjana,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,100
1579,SARJANA SYARIAH (EKONOMI ISLAM),Sarjana,UNIVERSITI MALAYA,2022,100
1580,SARJANA SYARIAH (PENGURUSAN DAN KEWANGAN ISLAM),Sarjana,UNIVERSITI MALAYA,2022,100
1581,SARJANA TEKNO INOVASI,Sarjana,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,100
1582,SARJANA TEKNOLOGI (PENGURUSAN ALAM SEKITAR),Sarjana,UNIVERSITI MALAYA,2022,100
1583,SARJANA TEKNOLOGI (SAINS DATA DAN ANALITIK),Sarjana,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,100
1584,SARJANA TEKNOLOGI DAN PENGURUSAN ALAM SEKITAR,Sarjana,UNIVERSITI MALAYSIA TERENGGANU,2022,100
1585,SARJANA TEKNOLOGI DAN SAINS MAKANAN,Sarjana,UNIVERSITI MALAYSIA TERENGGANU,2022,100
1586,SARJANA TEKNOLOGI MAKLUMAT,Sarjana,UNIVERSITI MALAYSIA TERENGGANU,2022,100
1587,SARJANA TEKNOLOGI MAKLUMAT,Sarjana,UNIVERSITI TEKNOLOGI MALAYSIA,2022,100
1588,SARJANA TEKNOLOGI MAKLUMAT (INFORMATIK PENGURUSAN),Sarjana,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,100
1589,SARJANA TEKNOLOGI MAKLUMAT (SAINS MAKLUMAT),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2022,100
1590,SARJANA TEKNOLOGI MAKLUMAT (SISTEM MAKLUMAT PENGURUSAN),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2022,100
1591,SARJANA TEKNOLOGI MARITIM,Sarjana,UNIVERSITI MALAYSIA TERENGGANU,2022,100
1592,SARJANA TEKNOLOGI PENGAJARAN (REKA BENTUK PENGAJARAN),Sarjana,UNIVERSITI MALAYA,2022,100
1593,SARJANA TEKNOLOGI PENGURUSAN ALAM SEKITAR,Sarjana,UNIVERSITI MALAYA,2022,100
1594,SARJANA TENAGA BOLEH DIPERBAHARU,Sarjana,UNIVERSITI MALAYA,2022,100
1595,SARJANA UNDANG-UNDANG,Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2022,100
1596,SARJANA UNDANG-UNDANG,Sarjana,UNIVERSITI SAINS ISLAM MALAYSIA,2022,100
1597,SARJANA UNDANG-UNDANG,Sarjana,UNIVERSITI UTARA MALAYSIA,2022,100
1598,SARJANA UNDANG-UNDANG (UNDANG-UNDANG ANTARABANGSA),Sarjana,UNIVERSITI SAINS ISLAM MALAYSIA,2022,100
1599,SARJANA UNDANG-UNDANG KOMERSIL,Sarjana,UNIVERSITI UTARA MALAYSIA,2022,100
1600,SARJANA UNDANG-UNDANG KORPORAT,Sarjana,UNIVERSITI UTARA MALAYSIA,2022,100
1601,SARJANA UNDANG-UNDANG PERBANDINGAN,Sarjana,UNIVERSITI SAINS ISLAM MALAYSIA,2022,100
1602,SARJANA UNDANG-UNDANG SUMBER MANUSIA,Sarjana,UNIVERSITI UTARA MALAYSIA,2022,100
1603,SARJANA USULUDDIN,Sarjana,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,100
1604,SARJANA USULUDDIN (AL-QURAN DAN AL-HADITH),Sarjana,UNIVERSITI MALAYA,2022,100
1605,SARJANA MUDA KEJURUTERAAN (MEKANIKAL),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99.8
1606,IJAZAH DOKTOR PERUBATAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,99.7
1607,DOKTOR FALSAFAH,PhD,UNIVERSITI PUTRA MALAYSIA,2022,99.6
1608,DOKTOR PERUBATAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,99.6
1609,SARJANA FALSAFAH,Sarjana,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99.5
1610,IJAZAH SARJANA MUDA PENDIDIKAN (SEJARAH) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,99.4
1611,DIPLOMA KEJURUTERAAN MEKANIKAL,Diploma,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,99.3
1612,SARJANA MUDA SAINS KOMPUTER (KEJURUTERAAN PERISIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,99.3
1613,IJAZAH DOKTOR PERUBATAN,Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,99.2
1614,IJAZAH SARJANA MUDA PENDIDIKAN (KIMIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,99.2
1615,IJAZAH SARJANA MUDA PERAKAUNAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS ISLAM MALAYSIA,2022,99.2
1616,IJAZAH SARJANA MUDA UNDANG-UNDANG DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,99.2
1617,DIPLOMA TEKNOLOGI MAKLUMAT,Diploma,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,99.1
1618,IJAZAH SARJANA MUDA PENDIDIKAN (TEKNOLOGI MAKLUMAT) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,99.1
1619,IJAZAH SARJANA MUDA PERNIAGAAN (KEPUJIAN) (PERNIAGAAN ANTARABANGSA),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,99.1
1620,SARJANA MUDA SAINS (KIMIA INDUSTRI),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99.1
1621,SARJANA MUDA SAINS KOMPUTER (KEJURUTERAAN PERISIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99.1
1622,SARJANA MUDA SAINS KOMPUTER (SISTEM KOMPUTER & RANGKAIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,99.1
1623,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (SEJARAH),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,99
1624,SARJANA MUDA (KEPUJIAN) KEJURUTERAAN ELEKTRIK (SISTEM KUASA),Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,99
1625,SARJANA MUDA KEJURUTERAAN MEKANIKAL DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,99
1626,SARJANA MUDA SASTERA DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,99
1627,SARJANA PENTADBIRAN PERNIAGAAN,Sarjana,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99
1628,IJAZAH SARJANA MUDA KEJURUTERAAN KIMIA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.9
1629,IJAZAH SARJANA MUDA PENGURUSAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,98.9
1630,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (PERKHIDMATAN KEWANGAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.9
1631,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (GEOGRAFI),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.9
1632,SARJANA MUDA SAINS KOMPUTER (PERISIAN GRAFIK DAN MULTIMEDIA),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.9
1633,DOKTOR FALSAFAH,PhD,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.8
1634,IJAZAH SARJANA MUDA KEWANGAN ISLAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.8
1635,IJAZAH SARJANA MUDA PENDIDIKAN (MUZIK) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.8
1636,SARJANA MUDA FARMASI (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,98.8
1637,SARJANA MUDA SAINS KOMPUTER (RANGKAIAN DAN KESELAMATAN KOMPUTER),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.8
1638,DIPLOMA KEJURUTERAAN AWAM,Diploma,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,98.7
1639,IJAZAH SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI PERANCANGAN DAN PEMBANGUNAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.7
1640,MASTER SAINS,Sarjana,UNIVERSITI PUTRA MALAYSIA,2022,98.7
1641,DIPLOMA EKSEKUTIF PENGURUSAN (PENTADBIRAN DAN OPERASI),Diploma,UNIVERSITI MALAYA,2022,98.6
1642,DIPLOMA KEJURUTERAAN (KEJURUTERAAN PEMBUATAN),Diploma,UNIVERSITI MALAYSIA PERLIS,2022,98.6
1643,DOKTOR FALSAFAH,PhD,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.6
1644,IJAZAH SARJANA MUDA KEJURUTERAAN ALAM SEKITAR DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,98.6
1645,IJAZAH SARJANA MUDA PENGAJIAN ISLAM DENGAN KEPUJIAN (USULUDDIN DAN FALSAFAH),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.6
1646,IJAZAH SARJANA MUDA SAINS KOMPUTER DENGAN KEPUJIAN (KEJURUTERAAN PERISIAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.6
1647,IJAZAH SARJANA MUDA SAINS MAKANAN DENGAN KEPUJIAN (SAINS MAKANAN DAN PEMAKANAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.6
1648,SARJANA MUDA PENGAJIAN STRATEGI,Ijazah pertama,UNIVERSITI PERTAHANAN NASIONAL MALAYSIA,2022,98.6
1649,SARJANA MUDA SAINS (KIMIA),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.6
1650,SARJANA PENDIDIKAN (PENGURUSAN PENDIDIKAN),Sarjana,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.6
1651,BACELOR EKSEKUTIF PENGURUSAN PERNIAGAAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,98.5
1652,BACELOR SAINS DAN TEKNOLOGI MAKANAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,98.5
1653,DIPLOMA PERIKANAN,Diploma,UNIVERSITI MALAYSIA TERENGGANU,2022,98.5
1654,IJAZAH SARJANA MUDA PENDIDIKAN (SAINS PERTANIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.5
1655,IJAZAH SARJANA MUDA PERNIAGAAN DENGAN KEPUJIAN (PERNIAGAAN ANTARABANGSA),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.5
1656,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (SAINS DAN PENGURUSAN SUMBER HAIWAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,98.5
1657,IJAZAH SARJANA MUDA SAINS KOMPUTER (KEPINTARAN BUATAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.5
1658,IJAZAH SARJANA MUDA SAINS KOMPUTER (PEMBANGUNAN PERISIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.5
1659,SARJANA MUDA (KEPUJIAN) KEJURUTERAAN ELEKTRIK (ELEKTRONIK),Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,98.5
1660,IJAZAH SARJANA MUDA PENGAJIAN ISLAM DENGAN KEPUJIAN (PENGAJIAN ARAB DAN TAMADUN ISLAM),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.4
1661,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (BIOLOGI PEMULIHARAAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.4
1662,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KOMUNIKASI),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.4
1663,SARJANA MUDA KEJURUTERAAN (MEKANIKAL - PEMBUATAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.4
1664,SARJANA MUDA PENGIMEJAN PERUBATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,98.4
1665,DIPLOMA PENGURUSAN TEKNOLOGI (PERAKAUNAN),Diploma,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.3
1666,DIPLOMA TEKNOLOGI MAKMAL,Diploma,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.3
1667,IJAZAH SARJANA MUDA PEMASARAN ANTARABANGSA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.3
1668,IJAZAH SARJANA MUDA PENGAJIAN ISLAM DENGAN KEPUJIAN (SYARIAH),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.3
1669,SARJANA MUDA SAINS KOMPUTER(TEKNOLOGI GRAFIK & MULTIMEDIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,98.3
1670,DIPLOMA PROFESIONAL OPERASI DAN PENGURUSAN PROJEK,Diploma,UNIVERSITI MALAYSIA PAHANG,2022,98.2
1671,DOKTOR FALSAFAH,PhD,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.2
1672,IJAZAH SARJANA MUDA FARMASI (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,98.2
1673,IJAZAH SARJANA MUDA KEJURUTERAAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,98.2
1674,MASTER EKSEKUTIF PENGURUSAN KORPORAT,Sarjana,UNIVERSITI MALAYSIA PAHANG,2022,98.2
1675,SARJANA ANALITIK PERNIAGAAN,Sarjana,UNIVERSITI SAINS MALAYSIA,2022,98.2
1676,SARJANA MUDA TEKNOLOGI KEJURUTERAAN (ELEKTRIKAL) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,98.2
1677,SARJANA MUDA TEKNOLOGI KEJURUTERAAN AWAM (KEPUJIAN) (PEMBINAAN),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,98.2
1678,BACELOR SAINS (KESIHATAN PERSEKITARAN DAN PEKERJAAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,98.1
1679,DIPLOMA KEJURUTERAAN ELEKTRIK,Diploma,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,98.1
1680,DIPLOMA KESIHATAN PERSEKITARAN,Diploma,UNIVERSITI TEKNOLOGI MARA,2022,98.1
1681,DIPLOMA SAINS (MATEMATIK),Diploma,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.1
1682,IJAZAH SARJANA MUDA KEUSAHAWANAN (PELANCONGAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,98.1
1683,IJAZAH SARJANA MUDA PENDIDIKAN (PENDIDIKAN AWAL KANAK-KANAK) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.1
1684,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI DENGAN KEPUJIAN (INOVASI TEKNOLOGI),Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.1
1685,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI DENGAN KEPUJIAN (PEMASARAN TEKNOLOGI TINGGI),Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.1
1686,IJAZAH SARJANA MUDA PERNIAGAAN DENGAN KEPUJIAN (PENGURUSAN PELANCONGAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.1
1687,IJAZAH SARJANA MUDA SAINS (MATEMATIK TEKNOLOGI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,98.1
1688,IJAZAH SARJANA MUDA SASTERA DENGAN KEPUJIAN (PERSURATAN MELAYU),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.1
1689,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN MEKANIKAL (TEKNOLOGI PENYELENGGARAAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.1
1690,SARJANA SENIBINA,Sarjana,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.1
1691,BACELOR KEJURUTERAAN KIMIA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,98
1692,BACELOR KEJURUTERAAN MEKANIKAL DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,98
1693,BACELOR PERTANIAN (SAINS TERNAKAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,98
1694,DIPLOMA PERHUTANAN,Diploma,UNIVERSITI PUTRA MALAYSIA,2022,98
1695,IJAZAH SARJANA MUDA DIETETIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,98
1696,IJAZAH SARJANA MUDA KEJURURAWATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,98
1697,IJAZAH SARJANA MUDA PENDIDIKAN (EKONOMI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98
1698,IJAZAH SARJANA MUDA PENGIMEJAN PERUBATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,98
1699,IJAZAH SARJANA MUDA PSIKOLOGI DENGAN KEPUJIAN (PSIKOLOGI INDUSTRI DAN ORGANISASI),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98
1700,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (SAINS DAN PENGURUSAN SUMBER AKUATIK),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,98
1701,IJAZAH SARJANA MUDA SAINS GUNAAN (JAMINAN MAKANAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,98
1702,IJAZAH SARJANA MUDA TEKNOUSAHAWANAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98
1703,SARJANA MUDA KEJURUTERAAN MEKANIKAL (AUTOMOTIF) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,98
1704,SARJANA MUDA TEKNOLOGI KEJURUTERAAN (PEMBUATAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,98
1705,SARJANA PENDIDIKAN (PENDIDIKAN KHAS),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98
1706,BACELOR EKSEKUTIF TEKNOLOGI KEJURUTERAAN INDUSTRI,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,97.9
1707,BACELOR KEJURUTERAAN PROSES DAN MAKANAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,97.9
1708,DIPLOMA PENGURUSAN SUMBER MANUSIA,Diploma,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,97.9
1709,IJAZAH SARJANA MUDA AL-QURAN DAN AS-SUNNAH (QIRAAT) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,97.9
1710,IJAZAH SARJANA MUDA KEJURUTERAAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,97.9
1711,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (HUBUNGAN INDUSTRI),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,97.9
1712,SARJANA MUDA KEJURUTERAAN (KIMIA - GAS),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,97.9
1713,SARJANA MUDA SAINS KOMPUTER (KESELAMATAN SISTEM KOMPUTER),Ijazah pertama,UNIVERSITI PERTAHANAN NASIONAL MALAYSIA,2022,97.9
1714,SARJANA MUDA TEKNOLOGI KEJURUTERAAN PEMBUATAN (FARMASEUTIKAL) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,97.9
1715,DOKTOR PERUBATAN VETERINAR,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,97.8
1716,IJAZAH SARJANA MUDA KEUSAHAWANAN (LOGISTIK & PERNIGAAN PENGEDARAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,97.8
1717,IJAZAH SARJANA MUDA PENDIDIKAN (PENGURUSAN PERNIAGAAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,97.8
1718,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (BIOTEKNOLOGI SUMBER),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,97.8
1719,IJAZAH SARJANA MUDA SAINS GUNAAN (AGROTEKNOLOGI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,97.8
1720,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (PERANCANGAN DAN PENGURUSAN PEMBANGUNAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,97.8
1721,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN MEKANIKAL (TEKNOLOGI AUTOMOTIF) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,97.8
1722,IJAZAH SARJANA MUDA USULUDDIN DENGAN KAUNSELING DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2022,97.8
1723,SARJANA MUDA (KEPUJIAN) KEJURUTERAAN PEMBUATAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,97.8
1724,SARJANA MUDA KEJURUTERAAN (MEKANIKAL - AERONAUTIK),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,97.8
1725,SARJANA MUDA OPTOMETRI (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,97.8
1726,SARJANA MUDA SAINS DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,97.8
1727,SARJANA MUDA SAINS KOMPUTER (KEPUJIAN) PENGKOMPUTERAN NETSENTRIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,97.8
1728,SARJANA MUDA TEKNOLOGI KEJURUTERAAN (TENAGA & PERSEKITARAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG,2022,97.8
